street_name,year,run_count,total_sqft,appr_growth,sqft_growth
KNOLL DRIVE,2019,38.0,663485.0,,
KNOLL DRIVE,2020,19.0,663485.0,,
KNOLL DRIVE,2022,114.0,663485.0,,
KNOLL DRIVE,2023,228.0,663485.0,,
KNOLL DRIVE,2024,171.0,663485.0,0.0,0.0
KONA COURT,2022,1.0,0.0,,
LADY KIRK DRIVE,2022,1.0,0.0,,
LAIDBROOK PL,2018,13.0,914960.0,,
LAIDBROOK PLACE,2023,4.0,0.0,,
LAMBTON GREEN,2023,1.0,0.0,,
LAMBTON PARK ROAD,2021,1.0,0.0,,
LAMBTON PARK ROAD,2023,1.0,0.0,,
LAMESA DRIVE,2018,1.0,0.0,,
LAMESA DRIVE,2019,3.0,0.0,,
LAMESA DRIVE,2022,4.0,0.0,,
LAMESA DRIVE,2023,1.0,0.0,,
LANCASTER AVENUE,2019,2.0,0.0,,
LANCASTER AVENUE,2021,1.0,0.0,,
LANCASTER AVENUE,2024,1.0,0.0,,
LANCASTER ROAD,2022,1.0,0.0,,
LANDON LANE,2022,1.0,0.0,,
LANDOVER PL,2020,2.0,0.0,,
LANDOVER PLACE,2023,1.0,0.0,,
LANDOVER ROAD,2018,1.0,0.0,,
LANDOVER ROAD,2019,1.0,0.0,,
LANDOVER ROAD,2020,2.0,0.0,,
LANDOVER ROAD,2021,1.0,0.0,,
LANDOVER ROAD,2022,2.0,0.0,,
LANDOVER ROAD,2024,1.0,0.0,,
LANG DRIVE,2023,1.0,0.0,,
LANGFORD COURT,2022,1.0,0.0,,
LANGLEY COURT,2019,2.0,0.0,,
LANGLEY COURT,2022,1.0,0.0,,
LANGLEY COURT,2023,1.0,0.0,,
LANSDOWNE AVENUE,2022,2.0,0.0,,
LANTANA AVENUE,2019,1.0,0.0,,
LANTANA AVENUE,2021,1.0,0.0,,
LANTANA AVENUE,2022,1.0,0.0,,
LANTANA AVENUE,2023,1.0,0.0,,
LANTANA AVENUE,2024,14.0,0.0,,
LAUREL LANE,2018,1.0,0.0,,
LAUREL LANE,2019,1.0,0.0,,
LAUREL LANE,2022,5.0,0.0,,
LAUREL LANE,2023,2.0,0.0,,
LAWRENCE LANE,2021,1.0,0.0,,
LEAFLOCK COURT,2024,1.0,0.0,,
LEAH LANE,2023,1.0,0.0,,
LEATHERLEAF WAY,2023,2.0,0.0,,
LERNER DRIVE,2021,1.0,0.0,,
LERNER DRIVE,2023,1.0,0.0,,
LIBERTY STREET,2022,1.0,0.0,,
LIBERTY WAY,2022,1.0,0.0,,
LIBERTY WAY,2024,2.0,0.0,,
LIDDESDALE BOULEVARD,2019,2.0,0.0,,
LIDDESDALE BOULEVARD,2021,1.0,0.0,,
LILLY LANDING LANE,2020,1.0,0.0,,
LIMITED PARKWAY,2024,3.0,0.0,,
LINCOLNSHIRE ROAD,2022,1.0,0.0,,
LINDA AVENUE,2020,1.0,0.0,,
LINDENWALD DRIVE,2023,3.0,0.0,,
LISMORE DRIVE,2021,1.0,0.0,,
LITTLEBURY WAY,2023,1.0,0.0,,
LIVINGSTON AVENUE,2018,2.0,0.0,,
LIVINGSTON AVENUE,2019,2.0,0.0,,
LIVINGSTON AVENUE,2022,1.0,0.0,,
LOCKMEAD COURT,2019,1.0,0.0,,
LOCKMEAD DRIVE,2019,1.0,0.0,,
LOCKMEAD DRIVE,2022,1.0,0.0,,
LONGSTRETH PARK PLACE,2024,2.0,0.0,,
LOOMIS DRIVE,2022,1.0,0.0,,
LORETO LANE,2018,1.0,0.0,,
LORETO LANE,2020,1.0,0.0,,
LORETO LANE,2022,1.0,0.0,,
LOST RIVER DRIVE,2019,1.0,0.0,,
LOST RIVER DRIVE,2023,1.0,0.0,,
LOVELL LANE,2019,1.0,0.0,,
LOVELL LANE,2020,1.0,0.0,,
LUPINE DRIVE,2018,46.0,1100960.0,,
LUPINE DRIVE,2019,46.0,1100960.0,,
LUPINE DRIVE,2020,92.0,1100960.0,,
LUPINE DRIVE,2022,368.0,1100960.0,,
LUPINE DRIVE,2023,138.0,1100960.0,,
LUPINE DRIVE,2024,276.0,1100960.0,0.00043584151251470664,0.0
LYTTON WAY,2024,1.0,0.0,,
MACANDREWS WAY,2019,2.0,0.0,,
MACANDREWS WAY,2021,1.0,0.0,,
MACANDREWS WAY,2022,1.0,0.0,,
MACDOUGALL LANE,2020,1.0,0.0,,
MACDOUGALL LANE,2023,1.0,0.0,,
MACDOUGALL LANE,2024,2.0,0.0,,
MACENROE DRIVE,2018,1.0,0.0,,
MACENROE DRIVE,2019,1.0,0.0,,
MACENROE DRIVE,2024,2.0,0.0,,
MACFALLS WAY,2019,1.0,0.0,,
MACFALLS WAY,2020,1.0,0.0,,
MACFALLS WAY,2024,1.0,0.0,,
MAGNOLIA LANE,2022,2.0,0.0,,
MAHLE DRIVE,2024,1.0,0.0,,
MAIN STREET,2018,2.0,0.0,,
MAIN STREET,2019,7.0,0.0,,
MAIN STREET,2020,3.0,0.0,,
MAIN STREET,2021,6.0,0.0,,
MAIN STREET,2022,4.0,0.0,,
MAIN STREET,2023,4.0,0.0,,
MAIN STREET,2024,5.0,0.0,,
MALLOY LANE,2018,1.0,0.0,,
MALLOY LANE,2019,4.0,0.0,,
MALLOY LANE,2023,1.0,0.0,,
MALLOY LANE,2024,2.0,0.0,,
MALONE DRIVE,2024,1.0,0.0,,
MANN ROAD,2018,124.0,2429580.0,,
MANN ROAD,2019,372.0,2429580.0,0.0,
MANN ROAD,2020,248.0,2429580.0,,
MANN ROAD,2021,434.0,2429580.0,,
MANN ROAD,2022,1426.0,2429580.0,,
MANN ROAD,2023,806.0,2429580.0,,
MANN ROAD,2024,1550.0,2429580.0,0.0002070750647109562,0.0
MAPLE LEAF CIRCLE,2022,4.0,0.0,,
MAPLE LEAF CIRCLE,2023,2.0,0.0,,
MAPLE LEAF CIRCLE,2024,2.0,0.0,,
MAPLE LEAF COURT,2022,10.0,279730.0,,
MAPLE LEAF COURT,2023,5.0,279730.0,,
MARCUM ROAD,2019,1.0,0.0,,
MARCUM ROAD,2022,1.0,0.0,,
MARCUM ROAD,2024,1.0,0.0,,
MARGARUM,2023,1.0,0.0,,
MARJORAM DRIVE,2020,1.0,0.0,,
MARJORAM DRIVE,2022,1.0,0.0,,
MARKET STREET,2023,2.0,0.0,,
MARKET STREET,2024,2.0,0.0,,
MARLAN AVENUE,2019,1.0,0.0,,
MARLAN CIR,2020,1.0,0.0,,
MARLAN CIRCLE,2023,1.0,0.0,,
MARWITHE COURT,2024,1.0,0.0,,
MASONGLEN COURT,2022,1.0,0.0,,
MASONGLEN COURT,2024,1.0,0.0,,
MASTERSON DRIVE,2021,24.0,1453020.0,,
MASTERSON DRIVE,2023,24.0,1453020.0,,
MASTERSON DRIVE,2024,24.0,1453020.0,-0.041666666666666664,0.0
MC CUTCHEON ROAD,2019,1.0,0.0,,
MC CUTCHEON ROAD,2022,1.0,0.0,,
MC NEIL DRIVE,2021,1.0,0.0,,
MC NEIL DRIVE,2023,1.0,0.0,,
MC OWEN ROAD,2024,1.0,0.0,,
MCCORMICK BOULEVARD,2019,1.0,0.0,,
MCCORMICK BOULEVARD,2022,1.0,0.0,,
MCCUTCHEON ROAD,2018,1.0,0.0,,
MCCUTCHEON ROAD,2019,1.0,0.0,,
MCCUTCHEON ROAD,2021,1.0,0.0,,
MCCUTCHEON ROAD,2023,1.0,0.0,,
MCCUTCHEON ROAD,2024,1.0,0.0,,
MCNEIL DRIVE,2019,18.0,633500.0,,
MCNEIL DRIVE,2022,36.0,633500.0,,
MCNEIL DRIVE,2023,36.0,633500.0,,
MCOWEN ROAD,2018,16.0,238510.0,,
MCOWEN ROAD,2019,16.0,238510.0,,
MCOWEN ROAD,2023,64.0,238510.0,,
MCOWEN ROAD,2024,48.0,238510.0,-0.04646012066902574,0.0
MCPHERSON DRIVE,2020,1.0,0.0,,
MEADOW GREEN CIR,2019,1.0,0.0,,
MEADOW GREEN CIR,2020,2.0,0.0,,
MEADOW GREEN CIR,2021,1.0,0.0,,
MEADOW GREEN CIRCLE,2022,2.0,0.0,,
MEADOW GREEN CIRCLE,2024,2.0,0.0,,
MEADOWAY COURT,2019,6.0,266140.0,,
MEADOWAY COURT,2023,12.0,266140.0,,
MEADOWAY COURT,2024,6.0,266140.0,0.0,0.0
MEADOWLARK LANE,2021,1.0,0.0,,
MECHWART PLACE,2023,1.0,0.0,,
MEDWIN PLACE,2024,1.0,0.0,,
MEIJER DRIVE,2020,1.0,0.0,,
MELTON FIELDS DRIVE,2020,1.0,0.0,,
MENAI WAY,2022,1.0,0.0,,
MENAI WAY,2024,2.0,0.0,,
MERANDA DRIVE,2018,1.0,0.0,,
MERANDA DRIVE,2023,1.0,0.0,,
MERRITT ROAD SW,2018,3.0,0.0,,
MERRITT ROAD SW,2021,1.0,0.0,,
MIFFLIN BOULEVARD,2023,1.0,0.0,,
MIFFLIN STREET,2023,1.0,0.0,,
MIFFLIN TWP I 270 NB AT I 670 ( ),2022,1.0,0.0,,
MILL STREET,2018,12.0,11200.0,,
MILL STREET,2019,12.0,11200.0,,
MILL STREET,2020,12.0,11200.0,,
MILL STREET,2021,6.0,11200.0,,
MILL STREET,2022,24.0,11200.0,,
MILL STREET,2023,12.0,11200.0,,
MILL STREET,2024,12.0,11200.0,-0.04037212568018256,0.0
MILLER AVENUE,2024,1.0,0.0,,
MILLERSPORT ROAD NE,2021,1.0,0.0,,
MILLSTREAM DRIVE,2019,3.0,0.0,,
MILLSTREAM DRIVE,2023,1.0,0.0,,
MILLWHEEL DRIVE,2018,1.0,0.0,,
MILLWOOD COURT,2023,1.0,0.0,,
MILLWOOD COURT,2024,1.0,0.0,,
MILTON COURT,2023,1.0,0.0,,
MINK STREET,2022,1.0,0.0,,
MINK STREET,2023,1.0,0.0,,
MINK STREET,2024,2.0,0.0,,
MINK STREET SW,2019,1.0,0.0,,
MINK STREET SW,2020,1.0,0.0,,
MINK STREET SW,2021,2.0,0.0,,
MINTURN DRIVE,2020,1.0,0.0,,
MINTURN DRIVE,2022,2.0,0.0,,
MINTURN DRIVE,2023,2.0,0.0,,
MISTLETOE STREET,2024,1.0,0.0,,
MM I 270 NB - 35,2023,2.0,0.0,,
MM I 270 NB - 35 4,2023,1.0,0.0,,
MM I 270 NB - 36 6,2024,2.0,0.0,,
MM I 270 NB - 36 8,2024,1.0,0.0,,
MM I 270 NB - 37,2019,1.0,0.0,,
MM I 270 NB - 37,2024,1.0,0.0,,
MM I 270 NB - 37 2,2022,1.0,0.0,,
MM I 270 NB - 37 6,2022,1.0,0.0,,
MM I 270 NB - 37 8,2024,1.0,0.0,,
MM I 270 SB - 35,2019,2.0,0.0,,
MM I 270 SB - 35 4,2022,1.0,0.0,,
MM I 270 SB - 35 8,2022,1.0,0.0,,
MM I 270 SB - 36,2024,1.0,0.0,,
MM I 270 SB - 36 2,2020,1.0,0.0,,
MM I 270 SB - 36 4,2020,1.0,0.0,,
MM I 270 SB - 36 4,2024,2.0,0.0,,
MM I 270 SB - 37,2020,1.0,0.0,,
MM I 270 SB - 37 8,2024,1.0,0.0,,
MM I 270 SB - 382,2023,1.0,0.0,,
MM I 70 WB - 118,2023,1.0,0.0,,
MONARCH DRIVE,2019,2.0,0.0,,
MONARCH DRIVE,2020,1.0,0.0,,
MOORFIELD DRIVE,2020,1.0,0.0,,
MORGAN LANE,2022,1.0,0.0,,
MORGAN ROAD,2022,1.0,0.0,,
MORNINGSIDE STREET,2018,22.0,853440.0,,
MORNINGSIDE STREET,2020,22.0,853440.0,,
MORNINGSIDE STREET,2022,22.0,853440.0,,
MORNINGSIDE STREET,2023,22.0,853440.0,,
MORNINGSIDE STREET,2024,66.0,853440.0,0.006022808844769992,0.0003748828491096519
MORRISON FARMS COURT,2019,11.0,281480.0,,
MORRISON FARMS COURT,2020,11.0,281480.0,,
MORRISON FARMS COURT,2022,33.0,281480.0,,
MORRISON FARMS COURT,2023,165.0,281480.0,,
MORRISON FARMS COURT,2024,66.0,281480.0,0.0,0.0
MORRISON FARMS DRIVE,2018,142.0,3102820.0,,
MORRISON FARMS DRIVE,2019,284.0,3102820.0,,
MORRISON FARMS DRIVE,2020,213.0,3102820.0,,
MORRISON FARMS DRIVE,2021,71.0,3102820.0,,
MORRISON FARMS DRIVE,2022,781.0,3102820.0,,
MORRISON FARMS DRIVE,2023,781.0,3102820.0,,
MORRISON FARMS DRIVE,2024,355.0,3102820.0,-0.012881247013780017,0.0
MORRISON ROAD,2018,3.0,0.0,,
MORRISON ROAD,2019,10.0,0.0,,
MORRISON ROAD,2020,5.0,0.0,,
MORRISON ROAD,2021,4.0,0.0,,
MORRISON ROAD,2022,10.0,0.0,,
MORRISON ROAD,2023,13.0,0.0,,
MORRISON ROAD,2024,15.0,0.0,,
MORRISON ROAD GAHANNA / TAYLOR ROAD GAHANNA ROAD,2022,1.0,0.0,,
MORSE ROAD,2018,1575.0,1614375.0,,
MORSE ROAD,2019,2850.0,1614375.0,0.0,0.0
MORSE ROAD,2020,1500.0,1614375.0,0.21121815144585543,0.0
MORSE ROAD,2021,1575.0,1614375.0,,
MORSE ROAD,2022,9750.0,1614375.0,0.0,0.0
MORSE ROAD,2023,6075.0,1614375.0,,
MORSE ROAD,2024,4350.0,1614375.0,0.003426996153827461,0.0
MORSE ROAD SW,2018,1.0,0.0,,
MOUND RIDGE WAY,2022,1.0,0.0,,
MOUND RIDGE WAY,2024,3.0,0.0,,
MULBERRY STREET,2018,57.0,290415.0,,
MULBERRY STREET,2019,76.0,290415.0,,
MULBERRY STREET,2020,38.0,290415.0,,
MULBERRY STREET,2021,38.0,290415.0,,
MULBERRY STREET,2022,114.0,290415.0,,
MULBERRY STREET,2023,95.0,290415.0,,
MULBERRY STREET,2024,114.0,290415.0,0.0,0.0
MUSKINGUM DRIVE,2020,1.0,0.0,,
MUSKINGUM DRIVE,2023,2.0,0.0,,
NARROW LEAF COURT,2021,11.0,453690.0,,
NARROW LEAF COURT,2022,33.0,453690.0,,
NARROW LEAF COURT,2023,55.0,453690.0,,
NARROW LEAF COURT,2024,11.0,453690.0,0.02647951415749882,0.0
NARROW LEAF DRIVE,2019,132.0,2956340.0,,
NARROW LEAF DRIVE,2020,330.0,2956340.0,,
NARROW LEAF DRIVE,2021,264.0,2956340.0,,
NARROW LEAF DRIVE,2022,594.0,2956340.0,,
NARROW LEAF DRIVE,2023,726.0,2956340.0,,
NARROW LEAF DRIVE,2024,792.0,2956340.0,-0.011572409039724408,0.0
NARROWLEAF DRIVE,2022,105.0,1488600.0,,
NARROWLEAF DRIVE,2023,105.0,1488600.0,,
NARROWLEAF DRIVE,2024,70.0,1488600.0,-0.08681978919902496,0.0
NATIONAL ROAD,2023,1.0,0.0,,
NATIONAL ROAD,2024,2.0,0.0,,
NB I270,2019,1.0,0.0,,
NEW ALBANY / BRANDON ROAD,2022,1.0,0.0,,
NEW ALBANY FARMS ROAD,2019,2.0,0.0,,
NEW ALBANY FARMS ROAD,2021,1.0,0.0,,
NEW ALBANY LINKS DRIVE,2019,1.0,0.0,,
NEW ALBANY LINKS DRIVE,2020,1.0,0.0,,
NEW ALBANY LINKS DRIVE,2023,2.0,0.0,,
NEW ALBANY ROAD,2019,2.0,26120.0,,
NEW ALBANY-CONDIT ROAD,2018,1.0,0.0,,
NEW ALBANY-CONDIT ROAD,2019,1.0,0.0,,
NEW ALBANY-CONDIT ROAD,2020,1.0,0.0,,
NEW ALBANY-CONDIT ROAD,2021,1.0,0.0,,
NEW ALBANY-CONDIT ROAD,2022,2.0,0.0,,
NEWBERN DRIVE,2021,55.0,2289270.0,,
NEWBERN DRIVE,2022,220.0,2289270.0,,
NEWBERN DRIVE,2023,165.0,2289270.0,,
NEWBERN DRIVE,2024,495.0,2289270.0,-0.01818181818181818,0.0
NEWTON COURT,2019,1.0,0.0,,
NOB HILL DRIVE,2021,1.0,0.0,,
NOB HILL DRIVE,2022,1.0,0.0,,
NOE BIXBY ROAD,2022,1.0,0.0,,
NORTHMONT COURT,2022,9.0,523360.0,,
NORTHMONT COURT,2023,9.0,523360.0,,
NORTHMONT DRIVE,2019,19.0,1140455.0,,
NORTHMONT DRIVE,2023,19.0,1140455.0,,
NORTHMONT DRIVE,2024,114.0,1140455.0,0.0,0.0
NORTHWOOD CIR,2019,1.0,0.0,,
NORTHWOOD CIRCLE,2023,2.0,0.0,,
NOYES DRIVE,2020,2.0,0.0,,
OAK CREEK PL,2021,2.0,0.0,,
OAK CREEK PLACE,2022,1.0,0.0,,
OAK CREEK PLACE,2023,1.0,0.0,,
OAK CREEK PLACE,2024,1.0,0.0,,
OAK HILL ROAD,2018,39.0,649650.0,,
OAK HILL ROAD,2019,117.0,649650.0,,
OAK HILL ROAD,2020,39.0,649650.0,,
OAK HILL ROAD,2022,468.0,649650.0,,
OAK HILL ROAD,2023,390.0,649650.0,,
OAK HILL ROAD,2024,273.0,649650.0,0.002189149910778343,0.0
OAK MEADOW DRIVE,2018,1.0,0.0,,
OAK ORCHARD AVENUE,2018,1.0,0.0,,
OAK ORCHARD AVENUE,2019,2.0,0.0,,
OAK ORCHARD AVENUE,2022,1.0,0.0,,
OAKBROOK DRIVE,2018,1.0,0.0,,
OAKFORD STREET,2022,1.0,0.0,,
OAKHILL ROAD,2021,1.0,0.0,,
OAKSHADE DRIVE,2021,1.0,0.0,,
OAKWOOD LANE,2022,1.0,0.0,,
OAKWOOD LANE,2023,1.0,0.0,,
OF HAMILTON ROAD,2022,1.0,0.0,,
OFFICE CENTER PLACE,2022,1.0,0.0,,
OFFICECENTER PL,2021,1.0,0.0,,
OFFICECENTER PLACE,2022,1.0,0.0,,
OFFICENTER PL,2018,4.0,0.0,,
OFFICENTER PL,2019,1.0,0.0,,
OFFICENTER PL,2021,1.0,0.0,,
OFFICENTER PLACE,2022,1.0,0.0,,
OGDEN WOODS BOULEVARD,2023,1.0,0.0,,
OKLAHOMA AVENUE,2020,1.0,0.0,,
OKLAHOMA AVENUE,2021,1.0,0.0,,
OKLAHOMA AVENUE,2023,1.0,0.0,,
OKLAHOMA AVENUE,2024,1.0,0.0,,
OLD BAY DRIVE,2022,1.0,0.0,,
OLD BAY DRIVE,2024,1.0,0.0,,
OLD FIELD BIRCH DRIVE,2018,2.0,0.0,,
OLD FOREST COURT,2020,1.0,0.0,,
OLD IVORY WAY,2019,1.0,0.0,,
OLD IVORY WAY,2020,2.0,0.0,,
OLD IVORY WAY,2021,1.0,0.0,,
OLD IVORY WAY,2022,1.0,0.0,,
OLD MAIDS LANE,2024,2.0,0.0,,
OLD MILL DRIVE,2022,1.0,0.0,,
OLD PATH ROAD,2022,12.0,356200.0,,
OLD PATH ROAD,2024,6.0,356200.0,-0.32575,0.0
OLD RIVER DRIVE,2022,54.0,783540.0,,
OLD RIVER DRIVE,2023,36.0,783540.0,,
OLD RIVER DRIVE,2024,36.0,783540.0,0.0,0.0
OLD STONE ROAD,2022,8.0,562610.0,,
OLD STONE ROAD,2023,8.0,562610.0,,
OLDE RIDENOUR ROAD,2019,1.0,0.0,,
OLDE RIDENOUR ROAD,2020,2.0,0.0,,
OLDE RIDENOUR ROAD,2022,1.0,0.0,,
OLDE RIDENOUR ROAD,2023,5.0,0.0,,
OLDE RIDENOUR ROAD,2024,1.0,0.0,,
OLMSTED ROAD,2024,1.0,0.0,,
OLYMPUS LANE,2019,1.0,0.0,,
OLYMPUS LANE,2021,1.0,0.0,,
OLYMPUS LANE,2022,2.0,0.0,,
OLYMPUS LANE,2024,1.0,0.0,,
ONYXBLUFF LANE,2019,2.0,0.0,,
ONYXBLUFF LANE,2022,1.0,0.0,,
ONYXBLUFF LANE,2023,1.0,0.0,,
ORADELL DRIVE,2019,4.0,82260.0,,
ORADELL DRIVE,2024,4.0,82260.0,0.0,0.0
ORANGE TREE COURT,2019,1.0,0.0,,
ORCHARD OAK DRIVE,2020,1.0,0.0,,
ORCHARD OAK DRIVE,2023,1.0,0.0,,
OUTERBELT STREET,2018,1.0,0.0,,
OUTERBELT STREET,2019,3.0,0.0,,
OVERMONT RIDGE ROAD,2024,3.0,0.0,,
OVERMONT RIDGE ROAD COLUMBUS / WAGGONER ROAD COLUMBUS ROAD,2022,2.0,0.0,,
OXBOW DRIVE,2019,24.0,1477885.0,,
OXBOW DRIVE,2020,48.0,1477885.0,,
OXBOW DRIVE,2021,48.0,1477885.0,,
OXBOW DRIVE,2022,288.0,1477885.0,,
OXBOW DRIVE,2023,144.0,1477885.0,,
OXBOW DRIVE,2024,120.0,1477885.0,-0.022121042487034046,0.0
OXFORD LOOP,2023,1.0,0.0,,
OXFORD LOOP,2024,1.0,0.0,,
OXFORD OAK,2021,1.0,0.0,,
OXFORD OAK,2023,2.0,0.0,,
OXFORD OAK,2024,1.0,0.0,,
PADDOCK TRAIL,2022,5.0,0.0,,
PADDOCK TRAIL,2023,4.0,0.0,,
PADDOCK TRAIL,2024,8.0,0.0,,
PADDOCK TRL,2019,1.0,0.0,,
PADDOCK TRL,2020,1.0,0.0,,
PADDOCK TRL,2021,2.0,0.0,,
PALACE LANE,2020,1.0,0.0,,
PALACE LANE,2022,1.0,0.0,,
PAMELA DRIVE,2021,78.0,563800.0,,
PAMELA DRIVE,2022,364.0,563800.0,,
PAMELA DRIVE,2023,104.0,563800.0,,
PAMELA DRIVE,2024,156.0,563800.0,-0.015900765900765904,0.0
PANSY STREET,2021,13.0,310090.0,,
PANSY STREET,2022,13.0,310090.0,,
PANSY STREET,2023,13.0,310090.0,,
PANSY STREET,2024,39.0,310090.0,0.0006865212985060018,0.0
PAPILLON AVENUE,2024,1.0,0.0,,
PARK COURT,2022,7.0,180000.0,,
PARKLAND DRIVE,2023,1.0,0.0,,
PARLIAMENT AVENUE,2019,1.0,0.0,,
PARORI LANE,2019,2.0,0.0,,
PARORI LANE,2024,1.0,0.0,,
PARSONS PASS,2018,1.0,0.0,,
PATEO PASS,2022,1.0,0.0,,
PATEO PASS DRIVE,2020,48.0,1166900.0,,
PATEO PASS DRIVE,2022,48.0,1166900.0,,
PATEO PASS DRIVE,2023,48.0,1166900.0,,
PATEO PASS DRIVE,2024,48.0,1166900.0,0.0,0.0
PATTERSON PINES,2022,1.0,0.0,,
PATTERSON TR PINES,2022,1.0,0.0,,
PAYNE LOOP,2018,1.0,0.0,,
PAYNE LOOP,2019,2.0,0.0,,
PEALE COURT,2023,1.0,0.0,,
PEALE COURT,2024,1.0,0.0,,
PEMBROOKE GREEN,2024,1.0,0.0,,
PENDERSON COURT,2024,1.0,0.0,,
PENNINGTON WAY,2022,2.0,0.0,,
PENNINGTON WAY,2023,1.0,0.0,,
PENNINGTON WAY,2024,3.0,0.0,,
PENNY COURT,2019,1.0,0.0,,
PENNY LANE,2019,2.0,0.0,,
PENNY LANE,2020,3.0,0.0,,
PENNY LANE,2021,1.0,0.0,,
PENNY LANE,2022,2.0,0.0,,
PENWOOD COURT,2024,2.0,0.0,,
PERDUE AVENUE,2019,1.0,0.0,,
PERRIS COURT,2020,1.0,0.0,,
PERRIS COURT,2022,1.0,0.0,,
PHELPS CLOSE,2024,1.0,0.0,,
PHILMONT CURVE DRIVE,2024,108.0,1839860.0,2.912970867783458,0.0
PHLOX AVENUE,2020,5.0,0.0,,
PHLOX AVENUE,2021,1.0,0.0,,
PHLOX AVENUE,2022,4.0,0.0,,
PHLOX AVENUE,2023,8.0,0.0,,
PHLOX AVENUE,2024,6.0,0.0,,
PICKENS DRIVE,2022,164.0,2434080.0,,
PICKENS DRIVE,2023,123.0,2434080.0,,
PICKENS DRIVE,2024,164.0,2434080.0,-0.3586194805815223,0.0
PIN OAK LANE,2019,2.0,0.0,,
PIN OAK LANE,2020,2.0,0.0,,
PIN OAK LANE,2023,4.0,0.0,,
PIN OAK LANE,2024,4.0,0.0,,
PINE PARK TRACE,2019,1.0,0.0,,
PINE PARK TRACE,2023,1.0,0.0,,
PINE PARK TRACE,2024,4.0,0.0,,
PINECREST DRIVE,2019,18.0,1157220.0,,
PINECREST DRIVE,2020,18.0,1157220.0,,
PINECREST DRIVE,2023,36.0,1157220.0,,
PINECREST DRIVE,2024,18.0,1157220.0,0.0,0.0
PINECREST DRIVE JEFFERSON TWP / REYNOLDSBURG-NEW ALBANY ROAD JEFFERSON TWP DRIVE,2022,1.0,0.0,,
PINEWOOD LANE,2020,2.0,0.0,,
PINEWOOD LANE,2022,2.0,0.0,,
PINEWOOD LANE,2023,2.0,0.0,,
PINEWOOD LANE,2024,1.0,0.0,,
PINEY CREEK DRIVE,2019,2.0,0.0,,
PINEY CREEK DRIVE,2020,1.0,0.0,,
PINEY CREEK DRIVE,2022,1.0,0.0,,
PINEY GLEN DRIVE,2022,1.0,0.0,,
PINEY ORCHARD,2019,1.0,0.0,,
PINEY ORCHARD,2022,1.0,0.0,,
PINION PL,2019,1.0,0.0,,
PINION PL,2020,1.0,0.0,,
PIZZURO PARK DRIVE,2021,1.0,0.0,,
PIZZURO PARK DRIVE,2024,1.0,0.0,,
PLAIN TWP / BABBITT ROAD,2022,1.0,0.0,,
PLEASANT COLONY CIR,2018,1.0,0.0,,
PLEASANT COLONY CIRCLE,2022,1.0,0.0,,
PLEASANT COLONY CIRCLE,2024,2.0,0.0,,
PLEASANT DRIVE,2018,1.0,0.0,,
PLEASANT DRIVE,2021,1.0,0.0,,
PLEASANTVIEW DRIVE,2019,1.0,0.0,,
PLEASANTVIEW DRIVE,2020,2.0,0.0,,
PLEASANTVIEW DRIVE,2021,1.0,0.0,,
POFF DRIVE,2019,1.0,0.0,,
POFF DRIVE,2020,1.0,0.0,,
POINTE DRIVE,2019,1.0,0.0,,
POLDEN HILL DRIVE,2022,7.0,144140.0,,
POLPIS ROAD,2018,1.0,0.0,,
POLPIS ROAD,2021,2.0,0.0,,
POLPIS ROAD,2024,2.0,0.0,,
POND HOLLOW LANE,2020,1.0,0.0,,
POPLAR CREEK COURT,2022,7.0,232550.0,,
POPLAR CREEK COURT,2023,7.0,232550.0,,
POPPY HILLS COURT,2019,12.0,770050.0,,
POPPY HILLS COURT,2020,12.0,770050.0,,
POPPY HILLS COURT,2022,48.0,770050.0,,
POPPY HILLS COURT,2023,36.0,770050.0,,
POPPY HILLS COURT,2024,96.0,770050.0,0.005656656647662008,0.0
POPPY HILLS DRIVE,2019,355.0,4404505.0,,
POPPY HILLS DRIVE,2020,142.0,4404505.0,,
POPPY HILLS DRIVE,2021,71.0,4404505.0,,
POPPY HILLS DRIVE,2022,1278.0,4404505.0,,
POPPY HILLS DRIVE,2023,639.0,4404505.0,,
POPPY HILLS DRIVE,2024,1136.0,4404505.0,-0.00016703989802877917,-0.008217975739122464
POPULAR CREEK COURT,2022,1.0,0.0,,
PORTSMOUTH DRIVE,2022,1.0,0.0,,
POSTWOODS DRIVE,2019,1.0,0.0,,
POTTERS SHED DRIVE,2019,1.0,0.0,,
POTTERS SHED DRIVE,2022,1.0,0.0,,
POWERS RIDGE DRIVE,2018,1.0,0.0,,
POWERS RIDGE DRIVE,2019,1.0,0.0,,
POWERS RIDGE DRIVE,2021,1.0,0.0,,
POWERS RIDGE DRIVE,2023,1.0,0.0,,
POWERS RIDGE DRIVE,2024,5.0,0.0,,
PRAIRIE WILLOW DRIVE,2018,21.0,773870.0,,
PRAIRIE WILLOW DRIVE,2019,42.0,773870.0,,
PRAIRIE WILLOW DRIVE,2020,21.0,773870.0,,
PRAIRIE WILLOW DRIVE,2022,273.0,773870.0,,
PRAIRIE WILLOW DRIVE,2023,378.0,773870.0,,
PRAIRIE WILLOW DRIVE,2024,357.0,773870.0,0.003395197836738946,0.0
PRAIRIEFIRE AVENUE,2018,1.0,0.0,,
PREBLE DRIVE,2019,72.0,1296800.0,,
PREBLE DRIVE,2020,72.0,1296800.0,,
