agency_fdid,basic_incident_number_fd1,basic_incident_date_original_fd13,basic_incident_year_fd13,basic_incident_type_code_fd121,basic_incident_type_fd121,basic_aid_given_or_received_code_fd122,basic_aid_given_or_received_fd122,basic_property_use_category_fd146,basic_property_use_code_fd146,basic_property_use_fd146,basic_incident_full_street_address,basic_incident_city_name_fd116,basic_incident_state_fd118,basic_incident_postal_code_fd119,incident_number_original,incident_year,incident_number_cleaned
25115,0000249,2021-02-28,2021.0,744.0,"Detector activation, no fire - unintentional",4.0,Automatic aid given,,,,926 TAYLOR STATION RD,Gahanna,OH,43230,0000249,2021,2021000249
25115,0000248,2021-02-27,2021.0,746.0,"Carbon monoxide detector activation, no CO",,,4 - Residential,419,1 or 2 family dwelling,8328 FAIR OAK DR and PIN OAK LN,JEFFERSON TWP,OH,43004,0000248,2021,2021000248
25115,0000248,2020-02-09,2020.0,321.0,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,1957 SURREY RD,JEFFERSON TWP,OH,43004,0000248,2020,2020000248
25115,0000248,2019-02-09,2019.0,321.0,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,7660 HAVENS CORNERS RD and JEFFERSON WAY,JEFFERSON TWP,OH,43004,0000248,2019,2019000248
25115,0000247,2021-02-27,2021.0,321.0,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,7309 IRONWOOD DR,JEFFERSON TWP,OH,43004,0000247,2021,2021000247
25115,0000247,2020-02-09,2020.0,321.0,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,7895 BLACKLICK VIEW DR and BLACK WILLOW CT,JEFFERSON TWP,OH,43004,0000247,2020,2020000247
25115,0000247,2019-02-09,2019.0,554.0,Assist invalid,,,4 - Residential,419,1 or 2 family dwelling,1583 BENT MAPLE DR and ALMOND PARK DR,JEFFERSON TWP,OH,43004,0000247,2019,2019000247
25115,0000246,2019-02-09,2019.0,321.0,"EMS call, excluding vehicle accident with injury",4.0,Automatic aid given,4 - Residential,419,1 or 2 family dwelling,8656 ACONITE DR and CEDAR RUN DR,COLUMBUS,OH,43004,0000246,2019,2019000246
25115,0000246,2020-02-08,2020.0,321.0,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,8190 CLARK STATE CT and BOWFIN RD,JEFFERSON TWP,OH,43004,0000246,2020,2020000246
25115,0000246,2021-02-27,2021.0,671.0,HazMat release investigation w/no HazMat,,,4 - Residential,419,1 or 2 family dwelling,2598 KEMPERWOOD DR and ASHCROFT DR,JEFFERSON TWP,OH,43004,0000246,2021,2021000246
25115,0000245,2021-02-27,2021.0,324.0,Motor vehicle accident with no injuries.,,,9 - Outside or Special Property,962,"Residential street, road or residential driveway",6635 TAYLOR RD and EASTGATE PKWY,JEFFERSON TWP,OH,43004,0000245,2021,2021000245
25115,0000245,2020-02-08,2020.0,321.0,"EMS call, excluding vehicle accident with injury",5.0,Other aid given (no response from AHJ),4 - Residential,419,1 or 2 family dwelling,7469 ARNBRAE DR and COTTERREW DR,COLUMBUS,OH,43004,0000245,2020,2020000245
25115,0000245,2019-02-09,2019.0,611.0,Dispatched and cancelled en route,4.0,Automatic aid given,,,,460 WATERBURY CT,Gahanna,OH,43230,0000245,2019,2019000245
25115,0000244,2021-02-27,2021.0,321.0,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,8661 CONESTOGA VALLEY DR,JEFFERSON TWP,OH,43004,0000244,2021,2021000244
25115,0000244,2020-02-08,2020.0,321.0,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,8650 GREYLAG ST and GOLDENEYE DR,JEFFERSON TWP,OH,43004,0000244,2020,2020000244
25115,0000244,2019-02-08,2019.0,321.0,"EMS call, excluding vehicle accident with injury",4.0,Automatic aid given,,,,793 TWIN ACORN CT and CEDAR RUN DR,COLUMBUS,OH,43004,0000244,2019,2019000244
25115,0000243,2021-02-27,2021.0,321.0,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,8648 GREYLAG ST and GOLDENEYE DR,JEFFERSON TWP,OH,43004,0000243,2021,2021000243
25115,0000243,2020-02-07,2020.0,745.0,"Alarm system activation, no fire - unintentional",2.0,Automatic aid received,4 - Residential,419,1 or 2 family dwelling,8339 ALMOND PARK DR and BENT MAPLE DR,JEFFERSON TWP,OH,43004,0000243,2020,2020000243
25115,0000243,2019-02-08,2019.0,321.0,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,1656 OXBOW DR and EAGLE GLEN DR,JEFFERSON TWP,OH,43004,0000243,2019,2019000243
25115,0000242,2019-02-08,2019.0,321.0,"EMS call, excluding vehicle accident with injury",4.0,Automatic aid given,,,,6275 E BROAD ST and MCNAUGHTEN RD,Columbus,OH,43213,0000242,2019,2019000242
25115,0000242,2020-02-07,2020.0,321.0,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,7762 FREESIA ST and PHLOX AVE,JEFFERSON TWP,OH,43004,0000242,2020,2020000242
25115,0000242,2021-02-27,2021.0,611.0,Dispatched and cancelled en route,4.0,Automatic aid given,9 - Outside or Special Property,962,"Residential street, road or residential driveway",HAMILTON RD and MORRISON RD,Gahanna,OH,43230,0000242,2021,2021000242
25115,0000241,2021-02-26,2021.0,321.0,"EMS call, excluding vehicle accident with injury",4.0,Automatic aid given,4 - Residential,419,1 or 2 family dwelling,1182 SUMMER HILL CIR and SUMMER HILL PL,Gahanna,OH,43230,0000241,2021,2021000241
25115,0000241,2020-02-07,2020.0,553.0,Public service,,,4 - Residential,400,"Residential, other",6767 HAVENS CORNERS RD and REYNOLDSBURG-NEW ALBANY RD,JEFFERSON TWP,OH,43004,0000241,2020,2020000241
25115,0000241,2019-02-08,2019.0,321.0,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,562 STREAMWATER DR and ROCKY SPRINGS DR,JEFFERSON TWP,OH,43004,0000241,2019,2019000241
25115,0000240,2021-02-26,2021.0,611.0,Dispatched and cancelled en route,4.0,Automatic aid given,4 - Residential,449,"Hotel/motel, commercial",695 TAYLOR RD and CHADWOOD DR,Gahanna,OH,43230,0000240,2021,2021000240
25115,0000240,2020-02-07,2020.0,321.0,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,1121 WILLOW BROOK CROSSING CT,JEFFERSON TWP,OH,43004,0000240,2020,2020000240
25115,0000240,2019-02-07,2019.0,322.0,Motor vehicle accident with injuries,4.0,Automatic aid given,,,,BROAD ST and SCENIC RD,Reynoldsburg,OH,43068,0000240,2019,2019000240
25115,0000239,2021-02-26,2021.0,743.0,"Smoke detector activation, no fire - unintentional",2.0,Automatic aid received,4 - Residential,419,1 or 2 family dwelling,8044 GRANT PARK AVE,JEFFERSON TWP,OH,43004,0000239,2021,2021000239
25115,0000239,2020-02-07,2020.0,611.0,Dispatched and cancelled en route,,,9 - Outside or Special Property,961,Highway or divided highway,5909 CLARK STATE RD and HAVENS RD,JEFFERSON TWP,OH,43230,0000239,2020,2020000239
25115,0000239,2019-02-07,2019.0,324.0,Motor vehicle accident with no injuries.,2.0,Automatic aid received,9 - Outside or Special Property,962,"Residential street, road or residential driveway",7378 E BROAD ST and SCENIC RD,JEFFERSON TWP,OH,43004,0000239,2019,2019000239
25115,0000238,2019-02-07,2019.0,321.0,"EMS call, excluding vehicle accident with injury",4.0,Automatic aid given,4 - Residential,419,1 or 2 family dwelling,1146 CHALLIS SPRINGS DR and MINTURN DR,GAHANNA,OH,43054,0000238,2019,2019000238
25115,0000238,2020-02-07,2020.0,553.0,Public service,,,4 - Residential,419,1 or 2 family dwelling,7814 CHICROY ST,JEFFERSON TWP,OH,43004,0000238,2020,2020000238
25115,0000238,2021-02-26,2021.0,745.0,"Alarm system activation, no fire - unintentional",4.0,Automatic aid given,1 - Assembly,131,"Church, mosque, synagogue, temple, chapel",807 HAVENS CORNERS RD and JONSOL CT,Gahanna,OH,43230,0000238,2021,2021000238
25115,0000237,2020-02-07,2020.0,321.0,"EMS call, excluding vehicle accident with injury",4.0,Automatic aid given,,,,690 ACORN GROVE DR and WALNUT GROVE DR,COLUMBUS,OH,43004,0000237,2020,2020000237
25115,0000237,2021-02-26,2021.0,611.0,Dispatched and cancelled en route,,,4 - Residential,419,1 or 2 family dwelling,7929 ASPEN RIDGE DR and BIRCH CREEK DR,JEFFERSON TWP,OH,43004,0000237,2021,2021000237
25115,0000237,2019-02-07,2019.0,321.0,"EMS call, excluding vehicle accident with injury",4.0,Automatic aid given,4 - Residential,419,1 or 2 family dwelling,575 EMPIRE DR and ELKWOOD PL,Gahanna,OH,43230,0000237,2019,2019000237
25115,0000236,2021-02-26,2021.0,611.0,Dispatched and cancelled en route,4.0,Automatic aid given,1 - Assembly,161,Restaurant or cafeteria,73 N HAMILTON RD and GRANVILLE ST,Gahanna,OH,43230,0000236,2021,2021000236
25115,0000236,2020-02-06,2020.0,746.0,"Carbon monoxide detector activation, no CO",,,4 - Residential,419,1 or 2 family dwelling,1688 MEADOWAY CT and WINDBROOK DR,JEFFERSON TWP,OH,43004,0000236,2020,2020000236
25115,0000236,2019-02-07,2019.0,554.0,Assist invalid,,,4 - Residential,419,1 or 2 family dwelling,255 S WAGGONER RD and ROSS WAY,Reynoldsburg,OH,43068,0000236,2019,2019000236
25115,0000235,2021-02-26,2021.0,611.0,Dispatched and cancelled en route,,,8 - Storage,891,Warehouse,8455 E BROAD ST and LIMITED PKWY,Reynoldsburg,OH,43068,0000235,2021,2021000235
25115,0000235,2020-02-06,2020.0,321.0,"EMS call, excluding vehicle accident with injury",4.0,Automatic aid given,,,,1025 CAROWAY BLVD and GREYTHORNE PL,Gahanna,OH,43230,0000235,2020,2020000235
25115,0000235,2019-02-07,2019.0,444.0,Power line down,,,9 - Outside or Special Property,962,"Residential street, road or residential driveway",8301 E BROAD ST and HALLOWELL DR,Reynoldsburg,OH,43068,0000235,2019,2019000235
25115,0000234,2021-02-25,2021.0,531.0,Smoke or odor removal,,,4 - Residential,429,Multifamily dwelling,874 TAYLOR STATION RD,JEFFERSON TWP,OH,43004,0000234,2021,2021000234
25115,0000234,2020-02-06,2020.0,671.0,HazMat release investigation w/no HazMat,4.0,Automatic aid given,,,,73 N HAMILTON RD and GRANVILLE ST,GAHANNA,OH,43231,0000234,2020,2020000234
25115,0000234,2019-02-07,2019.0,162.0,Outside equipment fire,,,9 - Outside or Special Property,962,"Residential street, road or residential driveway",8301 E BROAD ST and HALLOWELL DR,Reynoldsburg,OH,43068,0000234,2019,2019000234
25115,0000233,2020-02-06,2020.0,554.0,Assist invalid,,,4 - Residential,419,1 or 2 family dwelling,7608 HAVENS CORNERS RD and JEFFERSON WAY,JEFFERSON TWP,OH,43004,0000233,2020,2020000233
25115,0000233,2019-02-07,2019.0,321.0,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,8417 MORRISON FARMS CT and MORRISON FARMS DR,JEFFERSON TWP,OH,43004,0000233,2019,2019000233
25115,0000233,2021-02-25,2021.0,321.0,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,8256 RED OAK DR and PIN OAK LN,JEFFERSON TWP,OH,43004,0000233,2021,2021000233
25115,0000232,2021-02-25,2021.0,321.0,"EMS call, excluding vehicle accident with injury",4.0,Automatic aid given,,,,685 CEDAR RUN DR and SHELLBARK ST,COLUMBUS,OH,43004,0000232,2021,2021000232
25115,0000232,2020-02-06,2020.0,324.0,Motor vehicle accident with no injuries.,,,9 - Outside or Special Property,960,"Street, other",CLARK STATE RD and HAVENS RD,Blacklick,OH,43004,0000232,2020,2020000232
25115,0000232,2019-02-06,2019.0,622.0,No incident found on arrival at dispatch address,4.0,Automatic aid given,"5 - Mercantile, Business",599,Business office,170 HEATHERBRIDGE LN and BRICE RD,COLUMBUS,OH,43004,0000232,2019,2019000232
25115,0000231,2021-02-25,2021.0,321.0,"EMS call, excluding vehicle accident with injury",4.0,Automatic aid given,,,,768 SHELLBARK ST and CEDAR RUN DR,COLUMBUS,OH,43004,0000231,2021,2021000231
25115,0000231,2020-02-06,2020.0,321.0,"EMS call, excluding vehicle accident with injury",4.0,Automatic aid given,,,,1167 BARLOWE RUN DR and POWERS RIDGE DR,COLUMBUS,OH,43004,0000231,2020,2020000231
25115,0000231,2019-02-06,2019.0,611.0,Dispatched and cancelled en route,4.0,Automatic aid given,,,,7416 LAMBTON GREEN  N,New Albany,OH,43054,0000231,2019,2019000231
25115,0000230,2019-02-06,2019.0,321.0,"EMS call, excluding vehicle accident with injury",,,2 - Educational,213,"Elementary school, including kindergarten",1490 CLIMBING FIG DR and LUPINE DR,JEFFERSON TWP,OH,43004,0000230,2019,2019000230
25115,0000230,2020-02-06,2020.0,554.0,Assist invalid,,,4 - Residential,419,1 or 2 family dwelling,7608 HAVENS CORNERS RD and JEFFERSON WAY,JEFFERSON TWP,OH,43004,0000230,2020,2020000230
25115,0000230,2021-02-25,2021.0,561.0,Unauthorized burning,,,,,,6631 HAVENS CORNERS RD,JEFFERSON TWP,OH,43004,0000230,2021,2021000230
25115,0000229,2021-02-24,2021.0,321.0,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,6609 KARSTEN PL,JEFFERSON TWP,OH,43004,0000229,2021,2021000229
25115,0000229,2020-02-06,2020.0,321.0,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,228 KINGSMEADOW LN and ROYAL FARM,REYNOLDSBURG,OH,43004,0000229,2020,2020000229
25115,0000229,2019-02-06,2019.0,553.0,Public service,,,4 - Residential,419,1 or 2 family dwelling,7381 E BROAD ST and SCENIC RD,JEFFERSON TWP,OH,43004,0000229,2019,2019000229
25115,0000228,2021-02-24,2021.0,611.0,Dispatched and cancelled en route,4.0,Automatic aid given,,,,230 MACANDREWS WAY and KIRKDALE DR,COLUMBUS,OH,43004,0000228,2021,2021000228
25115,0000228,2019-02-06,2019.0,321.0,"EMS call, excluding vehicle accident with injury",4.0,Automatic aid given,2 - Educational,215,High school/junior high school/middle school,4000 MINK ST SW and CABLE RD SW,Pataskala,OH,43062,0000228,2019,2019000228
25115,0000228,2020-02-06,2020.0,321.0,"EMS call, excluding vehicle accident with injury",4.0,Automatic aid given,,,,4367 BRIDGESIDE PL and BRIDGELANE PL,COLUMBUS,OH,43054,0000228,2020,2020000228
25115,0000227,2021-02-24,2021.0,611.0,Dispatched and cancelled en route,4.0,Automatic aid given,4 - Residential,449,"Hotel/motel, commercial",5220 FOREST DR,New Albany,OH,43054,0000227,2021,2021000227
25115,0000227,2020-02-05,2020.0,554.0,Assist invalid,,,4 - Residential,419,1 or 2 family dwelling,730 HAWKS CREST LN and TAYLOR RD,JEFFERSON TWP,OH,43004,0000227,2020,2020000227
25115,0000227,2019-02-06,2019.0,321.0,"EMS call, excluding vehicle accident with injury",4.0,Automatic aid given,,,,119 EASTPOINTE RIDGE DR,Columbus,OH,43213,0000227,2019,2019000227
25115,0000226,2019-02-05,2019.0,744.0,"Detector activation, no fire - unintentional",4.0,Automatic aid given,4 - Residential,419,1 or 2 family dwelling,8318 SEA STAR DR and MARCUM DR,COLUMBUS,OH,43004,0000226,2019,2019000226
25115,0000226,2020-02-05,2020.0,321.0,"EMS call, excluding vehicle accident with injury",2.0,Automatic aid received,4 - Residential,419,1 or 2 family dwelling,3925 CLOTTS RD,JEFFERSON TWP,OH,43230,0000226,2020,2020000226
25115,0000226,2021-02-23,2021.0,611.0,Dispatched and cancelled en route,4.0,Automatic aid given,,,,7749 SOLOMEN RUN DR and POWERS RIDGE DR,COLUMBUS,OH,43004,0000226,2021,2021000226
25115,0000225,2021-02-23,2021.0,611.0,Dispatched and cancelled en route,,,4 - Residential,419,1 or 2 family dwelling,7907 BLACKLICK VIEW DR and BLACK WILLOW CT,JEFFERSON TWP,OH,43004,0000225,2021,2021000225
25115,0000225,2019-02-05,2019.0,321.0,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,7774 FREESIA ST,JEFFERSON TWP,OH,43004,0000225,2019,2019000225
25115,0000225,2020-02-05,2020.0,745.0,"Alarm system activation, no fire - unintentional",2.0,Automatic aid received,4 - Residential,419,1 or 2 family dwelling,1241 CONNER RIDGE ST,JEFFERSON TWP,OH,43004,0000225,2020,2020000225
25115,0000224,2021-02-23,2021.0,611.0,Dispatched and cancelled en route,4.0,Automatic aid given,,,,245 E MAIN ST and MILLER AVE,New Albany,OH,43054,0000224,2021,2021000224
25115,0000224,2020-02-05,2020.0,321.0,"EMS call, excluding vehicle accident with injury",4.0,Automatic aid given,4 - Residential,419,1 or 2 family dwelling,1237 WHISPERING MEADOW CT and HARRISON POND DR,GAHANNA,OH,43054,0000224,2020,2020000224
25115,0000224,2019-02-05,2019.0,412.0,Gas leak (natural gas or LPG),2.0,Automatic aid received,9 - Outside or Special Property,962,"Residential street, road or residential driveway",2359 N REYNOLDSBURG-NEW ALBANY RD and HAVENS RD,JEFFERSON TWP,OH,43004,0000224,2019,2019000224
25115,0000223,2021-02-23,2021.0,321.0,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,6961 HAVENS RD and DOGWOOD PL,JEFFERSON TWP,OH,43004,0000223,2021,2021000223
25115,0000223,2020-02-05,2020.0,611.0,Dispatched and cancelled en route,,,4 - Residential,419,1 or 2 family dwelling,7801 ASTRA CIR and ASDEN CT,Reynoldsburg,OH,43068,0000223,2020,2020000223
25115,0000223,2019-02-05,2019.0,321.0,"EMS call, excluding vehicle accident with injury",2.0,Automatic aid received,2 - Educational,215,High school/junior high school/middle school,340 S WAGGONER RD and ASTRA CIR,JEFFERSON TWP,OH,43068,0000223,2019,2019000223
25115,0000222,2019-02-05,2019.0,321.0,"EMS call, excluding vehicle accident with injury",2.0,Automatic aid received,"7 - Manufacturing, Processing",700,"Manufacturing, Processing",8400 E BROAD ST and COUNTY LINE,JEFFERSON TWP,OH,43068,0000222,2019,2019000222
25115,0000222,2021-02-23,2021.0,321.0,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,7754 ASTRA CIR and WHITEPINE RIDGE CT,Reynoldsburg,OH,43068,0000222,2021,2021000222
25115,0000222,2020-02-05,2020.0,321.0,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,7810 ASTRA CIR and ASDEN CT,Reynoldsburg,OH,43068,0000222,2020,2020000222
25115,0000221,2020-02-04,2020.0,321.0,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,577 STRATSHIRE LN and CLARK STATE RD,JEFFERSON TWP,OH,43230,0000221,2020,2020000221
25115,0000221,2021-02-23,2021.0,321.0,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,4150 JOHNSTOWN RD and SILVER LN,JEFFERSON TWP,OH,43230,0000221,2021,2021000221
25115,0000221,2019-02-05,2019.0,321.0,"EMS call, excluding vehicle accident with injury",4.0,Automatic aid given,,,,831 ACORN GROVE DR and WALNUT GROVE DR,COLUMBUS,OH,43004,0000221,2019,2019000221
25115,0000220,2021-02-22,2021.0,321.0,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,139 WICKFIELD RD,REYNOLDSBURG,OH,43004,0000220,2021,2021000220
25115,0000220,2020-02-04,2020.0,553.0,Public service,,,4 - Residential,419,1 or 2 family dwelling,1389 PHLOX AVE and LANTANA AVE,JEFFERSON TWP,OH,43004,0000220,2020,2020000220
25115,0000220,2019-02-05,2019.0,324.0,Motor vehicle accident with no injuries.,,,9 - Outside or Special Property,962,"Residential street, road or residential driveway",HAVENS RD and REYNOLDSBURG-NEW ALBANY RD,JEFFERSON TWP,OH,43004,0000220,2019,2019000220
25115,0000219,2021-02-22,2021.0,611.0,Dispatched and cancelled en route,4.0,Automatic aid given,,,,831 ACORN GROVE DR and WALNUT GROVE DR,COLUMBUS,OH,43004,0000219,2021,2021000219
25115,0000219,2020-02-04,2020.0,321.0,"EMS call, excluding vehicle accident with injury",,,2 - Educational,213,"Elementary school, including kindergarten",1490 CLIMBING FIG DR and LUPINE DR,JEFFERSON TWP,OH,43004,0000219,2020,2020000219
25115,0000219,2019-02-05,2019.0,412.0,Gas leak (natural gas or LPG),,,4 - Residential,419,1 or 2 family dwelling,2553 Clemton Park East,JEFFERSON TWP,OH,43004,0000219,2019,2019000219
25115,0000218,2021-02-22,2021.0,321.0,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,2805 NEWBERN DR W,JEFFERSON TWP,OH,43004,0000218,2021,2021000218
25115,0000218,2020-02-04,2020.0,611.0,Dispatched and cancelled en route,4.0,Automatic aid given,,,,554 ROCKY FORK BLVD and LANDOVER PL,Gahanna,OH,43230,0000218,2020,2020000218
25115,0000218,2019-02-04,2019.0,554.0,Assist invalid,,,4 - Residential,419,1 or 2 family dwelling,1077 STREAMSIDE DR and ASHENDEN DR,COLUMBUS-JEFFERSON TWP,OH,43004,0000218,2019,2019000218
25115,0000217,2020-02-04,2020.0,611.0,Dispatched and cancelled en route,4.0,Automatic aid given,,,,201 EAST AVE SW and BREANNA LN,Pataskala,OH,43062,0000217,2020,2020000217
25115,0000217,2019-02-04,2019.0,321.0,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,6258 BROOKSONG CIR,JEFFERSON TWP,OH,43004,0000217,2019,2019000217
25115,0000217,2021-02-22,2021.0,522.0,Water or steam leak,,,4 - Residential,419,1 or 2 family dwelling,8134 ROYAL ELM DR and BEARDSLEY AVE,JEFFERSON TWP,OH,43004,0000217,2021,2021000217
25115,0000216,2021-02-22,2021.0,743.0,"Smoke detector activation, no fire - unintentional",2.0,Automatic aid received,4 - Residential,419,1 or 2 family dwelling,2100 BELANGEE DR and RINNERT AVE,JEFFERSON TWP,OH,43004,0000216,2021,2021000216
25115,0000216,2020-02-04,2020.0,611.0,Dispatched and cancelled en route,4.0,Automatic aid given,,,,3280 SUMMIT RD SW and CABLE RD SW,Pataskala,OH,43062,0000216,2020,2020000216
25115,0000216,2019-02-04,2019.0,321.0,"EMS call, excluding vehicle accident with injury",4.0,Automatic aid given,"5 - Mercantile, Business",599,Business office,1385 BLATT BLVD and RESEARCH RD,Gahanna,OH,43230,0000216,2019,2019000216
25115,0000215,2021-02-21,2021.0,321.0,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,8105 ROYAL ELM DR and BEARDSLEY AVE,JEFFERSON TWP,OH,43004,0000215,2021,2021000215
25115,0000215,2020-02-04,2020.0,111.0,Building fire,4.0,Automatic aid given,4 - Residential,419,1 or 2 family dwelling,3652 MINK ST SW and HELEN RD SW,Pataskala,OH,43062,0000215,2020,2020000215
25115,0000215,2019-02-04,2019.0,611.0,Dispatched and cancelled en route,4.0,Automatic aid given,,,,5435 MORSE RD and PRESERVE CROSSING BLVD,Gahanna,OH,43230,0000215,2019,2019000215
25115,0000214,2019-02-04,2019.0,321.0,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,2891 LANGLEY CT,JEFFERSON TWP,OH,43004,0000214,2019,2019000214
25115,0000214,2020-02-04,2020.0,151.0,"Outside rubbish, trash or waste fire",,,9 - Outside or Special Property,962,"Residential street, road or residential driveway",7991 HAVENS RD and LEMINGTON ST,JEFFERSON TWP,OH,43004,0000214,2020,2020000214
25115,0000214,2021-02-21,2021.0,321.0,"EMS call, excluding vehicle accident with injury",4.0,Automatic aid given,4 - Residential,419,1 or 2 family dwelling,1024 TAYLOR STATION RD,Gahanna,OH,43230,0000214,2021,2021000214
25115,0000213,2019-02-03,2019.0,611.0,Dispatched and cancelled en route,4.0,Automatic aid given,,,,621 W BROAD ST and CONINE WAY,Pataskala,OH,43062,0000213,2019,2019000213
25115,0000213,2021-02-21,2021.0,744.0,"Detector activation, no fire - unintentional",4.0,Automatic aid given,4 - Residential,419,1 or 2 family dwelling,992 ASHMEAD DR and ASHLEY CT,Gahanna,OH,43230,0000213,2021,2021000213
25115,0000213,2020-02-04,2020.0,561.0,Unauthorized burning,,,4 - Residential,419,1 or 2 family dwelling,8006 HAVENS RD and LEMINGTON ST,JEFFERSON TWP,OH,43004,0000213,2020,2020000213
25115,0000212,2021-02-20,2021.0,611.0,Dispatched and cancelled en route,4.0,Automatic aid given,,,,585 KNIGHTS AVE and FENCHURCH WAY,Gahanna,OH,43230,0000212,2021,2021000212
25115,0000212,2019-02-02,2019.0,651.0,"Smoke scare, odor of smoke",,,4 - Residential,419,1 or 2 family dwelling,1382 PHLOX AVE and LANTANA AVE,JEFFERSON TWP,OH,43004,0000212,2019,2019000212
25115,0000212,2020-02-03,2020.0,611.0,Dispatched and cancelled en route,,,4 - Residential,419,1 or 2 family dwelling,508 LANDOVER PL,Gahanna,OH,43230,0000212,2020,2020000212
25115,0000211,2021-02-20,2021.0,324.0,Motor vehicle accident with no injuries.,,,9 - Outside or Special Property,962,"Residential street, road or residential driveway",BLACKLICK RIDGE BLVD and REYNOLDSBURG-NEW ALBANY RD,JEFFERSON TWP,OH,43004,0000211,2021,2021000211
25115,0000211,2020-02-03,2020.0,735.0,Alarm system sounded due to malfunction,4.0,Automatic aid given,,,,812 TWIN ACORN CT and CEDAR RUN DR,COLUMBUS,OH,43004,0000211,2020,2020000211
25115,0000211,2019-02-02,2019.0,550.0,"Public service assistance, other",,,4 - Residential,419,1 or 2 family dwelling,1601 MORRISON FARMS DR and BENT MAPLE DR,JEFFERSON TWP,OH,43004,0000211,2019,2019000211
25115,0000210,2019-02-02,2019.0,321.0,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,3086 MANN RD and HAVENS CORNERS RD,JEFFERSON TWP,OH,43004,0000210,2019,2019000210
25115,0000210,2020-02-03,2020.0,321.0,"EMS call, excluding vehicle accident with injury",4.0,Automatic aid given,,,,7425 KIRKDALE DR and HAWKINS LN,COLUMBUS,OH,43004,0000210,2020,2020000210
25115,0000210,2021-02-20,2021.0,321.0,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,7861 NARROW LEAF DR and CLIMBING FIG DR,JEFFERSON TWP,OH,43004,0000210,2021,2021000210
25115,0000209,2020-02-03,2020.0,321.0,"EMS call, excluding vehicle accident with injury",4.0,Automatic aid given,,,,8655 E BROAD ST and COUNTY LINE,Reynoldsburg,OH,43068,0000209,2020,2020000209
25115,0000209,2019-02-02,2019.0,611.0,Dispatched and cancelled en route,4.0,Automatic aid given,,,,104 SHULL AVE and TOWN ST,Gahanna,OH,43230,0000209,2019,2019000209
25115,0000209,2021-02-20,2021.0,321.0,"EMS call, excluding vehicle accident with injury",4.0,Automatic aid given,,,,1100 MORRISON RD and LEAVITT SERVICE RD,Gahanna,OH,43230,0000209,2021,2021000209
25115,0000208,2021-02-20,2021.0,321.0,"EMS call, excluding vehicle accident with injury",2.0,Automatic aid received,"3 - Health Care, Detention & Correction",311,"24-hour care Nursing homes, 4 or more persons",5201 MORSE RD and GOSHAWK LNDG,Gahanna,OH,43230,0000208,2021,2021000208
25115,0000208,2020-02-03,2020.0,321.0,"EMS call, excluding vehicle accident with injury",4.0,Automatic aid given,,,,7975 BRIANNA DR and WAGGONER WOODS DR,COLUMBUS,OH,43004,0000208,2020,2020000208
25115,0000208,2019-02-02,2019.0,321.0,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,8311 HAVENS RD and LEMINGTON ST,JEFFERSON TWP,OH,43004,0000208,2019,2019000208
