Agency FDID,Basic Incident Number (FD1),Basic Incident Date Original (FD1.3),Basic Incident Year (FD1.3),Basic Incident Type Code (FD1.21),Basic Incident Type (FD1.21),Basic Aid Given Or Received Code (FD1.22),Basic Aid Given Or Received (FD1.22),Basic Property Use Category (FD1.46),Basic Property Use Code (FD1.46),Basic Property Use (FD1.46),Basic Incident Full Street Address,Basic Incident City Name (FD1.16),Basic Incident State (FD1.18),Basic Incident Postal Code (FD1.19)
25115,0000086,1/13/2020,2020,321,"EMS call, excluding vehicle accident with injury",,None,4 - Residential,419,1 or 2 family dwelling,50 WICKFIELD RD,REYNOLDSBURG,OH,43004
25115,0000086,1/12/2019,2019,111,Building fire,4,Automatic aid given,4 - Residential,419,1 or 2 family dwelling,7757 FARM HILL DR and MCPHERSON DR,COLUMBUS,OH,43004
25115,0000085,1/21/2021,2021,321,"EMS call, excluding vehicle accident with injury",4,Automatic aid given,"3 - Health Care, Detention & Correction",340,"Clinics, doctors offices, hemodialysis cntr, other",701 TECH CENTER DR,Gahanna,OH,43230
25115,0000085,1/13/2020,2020,611,Dispatched and cancelled en route,4,Automatic aid given,,,,1180 CLAYCRAFT RD and LANDRUM CT,Gahanna,OH,43230
25115,0000085,1/12/2019,2019,611,Dispatched and cancelled en route,4,Automatic aid given,,,,35 MM I 270 NB - 35,Franklin County,OH,43230
25115,0000084,1/21/2021,2021,321,"EMS call, excluding vehicle accident with injury",2,Automatic aid received,4 - Residential,419,1 or 2 family dwelling,5201 MORSE RD and GOSHAWK LNDG,Gahanna,OH,43230
25115,0000084,1/13/2020,2020,511,Lock-out,,None,4 - Residential,419,1 or 2 family dwelling,1114 GOLDEN WILLOW PL and PRAIRIE WILLOW DR,JEFFERSON TWP,OH,43004
25115,0000084,1/12/2019,2019,611,Dispatched and cancelled en route,4,Automatic aid given,,,,4095 HAZELTON-ETNA RD SW and HIGHVIEW BLVD SW,HARRISON TWP,OH,43062
25115,0000083,1/20/2021,2021,321,"EMS call, excluding vehicle accident with injury",,None,4 - Residential,419,1 or 2 family dwelling,6455 HAVENS CORNERS RD and COMMONWEALTH DR,JEFFERSON TWP,OH,43004
25115,0000083,1/13/2020,2020,611,Dispatched and cancelled en route,4,Automatic aid given,,,,977 GAHANNA PKWY and CLAYCRAFT RD,Gahanna,OH,43230
25115,0000083,1/12/2019,2019,321,"EMS call, excluding vehicle accident with injury",,None,4 - Residential,419,1 or 2 family dwelling,1242 CANDORA ST,JEFFERSON TWP,OH,43004
25115,0000082,1/20/2021,2021,611,Dispatched and cancelled en route,4,Automatic aid given,,,,231 CHAPELFIELD RD and ARMOR HILL DR,Gahanna,OH,43230
25115,0000082,1/13/2020,2020,611,Dispatched and cancelled en route,4,Automatic aid given,4 - Residential,419,1 or 2 family dwelling,1148 INSCO LOOP and MONECA ST,COLUMBUS,OH,43004
25115,0000082,1/12/2019,2019,324,Motor vehicle accident with no injuries.,2,Automatic aid received,9 - Outside or Special Property,961,Highway or divided highway,REYNOLDSBURG-NEW ALBANY RD and TAYLOR RD,Blacklick,OH,43004
25115,0000081,1/20/2021,2021,611,Dispatched and cancelled en route,4,Automatic aid given,,,,434 TRESHAM RD and HAMILTON RD,Gahanna,OH,43230
25115,0000081,1/12/2020,2020,651,"Smoke scare, odor of smoke",,None,4 - Residential,419,1 or 2 family dwelling,7299 PINECREST DR and STONE TRAIL DR,JEFFERSON TWP,OH,43004
25115,0000081,1/12/2019,2019,321,"EMS call, excluding vehicle accident with injury",4,Automatic aid given,,,,811 CHESTNUT GROVE DR and CHESTNUT GROVE CT,COLUMBUS,OH,43004
25115,0000080,1/20/2021,2021,321,"EMS call, excluding vehicle accident with injury",,None,4 - Residential,419,1 or 2 family dwelling,7908 BLACK WILLOW DR and BLACK WILLOW CT,JEFFERSON TWP,OH,43004
25115,0000080,1/12/2020,2020,321,"EMS call, excluding vehicle accident with injury",5,Other aid given (no response from AHJ),4 - Residential,419,1 or 2 family dwelling,7441 SKERRYDOON LN and COTTERREW DR,COLUMBUS,OH,43004
25115,0000080,1/12/2019,2019,321,"EMS call, excluding vehicle accident with injury",4,Automatic aid given,,,,980 N WAGGONER RD and KENNEDY RD,COLUMBUS,OH,43004
25115,0000079,1/19/2021,2021,611,Dispatched and cancelled en route,,None,4 - Residential,419,1 or 2 family dwelling,8033 BEARDSLEY AVE and WILLOW OAK DR,JEFFERSON TWP,OH,43004
25115,0000079,1/12/2020,2020,611,Dispatched and cancelled en route,4,Automatic aid given,4 - Residential,419,1 or 2 family dwelling,1147 HILTON DR and BUNYAN DR,Reynoldsburg,OH,43068
25115,0000079,1/11/2019,2019,321,"EMS call, excluding vehicle accident with injury",,None,4 - Residential,419,1 or 2 family dwelling,8235 HAVENS CORNERS RD and MORRISON FARM DR,JEFFERSON TWP,OH,43004
25115,0000078,1/19/2021,2021,321,"EMS call, excluding vehicle accident with injury",4,Automatic aid given,4 - Residential,429,Multifamily dwelling,8414 BRICKSHIRE and MAPLE,COLUMBUS,OH,43004
25115,0000078,1/12/2020,2020,735,Alarm system sounded due to malfunction,,None,4 - Residential,419,1 or 2 family dwelling,7171 MORSE RD and KITZMILLER RD,JEFFERSON TWP,OH,43054
25115,0000078,1/11/2019,2019,324,Motor vehicle accident with no injuries.,2,Automatic aid received,9 - Outside or Special Property,962,"Residential street, road or residential driveway",TAYLOR RD and REYNOLDSBURG-NEW ALBANY RD,Blacklick,OH,43004
25115,0000077,1/19/2021,2021,321,"EMS call, excluding vehicle accident with injury",4,Automatic aid given,4 - Residential,419,1 or 2 family dwelling,7749 SOLOMEN RUN DR and POWERS RIDGE DR,COLUMBUS,OH,43004
25115,0000077,1/11/2020,2020,321,"EMS call, excluding vehicle accident with injury",,None,4 - Residential,419,1 or 2 family dwelling,1089 ASHCRAFT AVE and ASHENDEN DR,COLUMBUS-JEFFERSON TWP,OH,43004
25115,0000077,1/11/2019,2019,321,"EMS call, excluding vehicle accident with injury",,None,4 - Residential,419,1 or 2 family dwelling,1242 CANDORA ST,JEFFERSON TWP,OH,43004
25115,0000076,1/19/2021,2021,745,"Alarm system activation, no fire - unintentional",2,Automatic aid received,4 - Residential,419,1 or 2 family dwelling,2300 COLTS NECK RD and POND CLOSE RD,JEFFERSON TWP,OH,43004
25115,0000076,1/11/2020,2020,321,"EMS call, excluding vehicle accident with injury",2,Automatic aid received,4 - Residential,419,1 or 2 family dwelling,1233 JACKSON HOLE DR and POPPY HILLS DR,JEFFERSON TWP,OH,43004
25115,0000076,1/11/2019,2019,321,"EMS call, excluding vehicle accident with injury",,None,4 - Residential,419,1 or 2 family dwelling,7381 E BROAD ST and SCENIC RD,JEFFERSON TWP,OH,43004
25115,0000075,1/19/2021,2021,321,"EMS call, excluding vehicle accident with injury",4,Automatic aid given,,,,349 SHADY SPRING DR and BEAVERBROOK DR,Gahanna,OH,43230
25115,0000075,1/11/2020,2020,611,Dispatched and cancelled en route,4,Automatic aid given,,,,310 DUNCHURCH RD and REGAL PL,Gahanna,OH,43230
25115,0000075,1/11/2019,2019,321,"EMS call, excluding vehicle accident with injury",,None,4 - Residential,419,1 or 2 family dwelling,8133 GRANT PARK AVE and MORNINGSIDE ST,JEFFERSON TWP,OH,43004
25115,0000074,1/19/2021,2021,321,"EMS call, excluding vehicle accident with injury",,None,4 - Residential,419,1 or 2 family dwelling,8025 GRANT PARK AVE,JEFFERSON TWP,OH,43004
25115,0000074,1/11/2020,2020,322,Motor vehicle accident with injuries,4,Automatic aid given,,,,MEIJER DR and BROAD ST,COLUMBUS,OH,43004
25115,0000074,1/11/2019,2019,321,"EMS call, excluding vehicle accident with injury",4,Automatic aid given,4 - Residential,419,1 or 2 family dwelling,646 REDWOOD VALLEY DR and HALEIGH WOODS DR,COLUMBUS,OH,43004
25115,0000073,1/18/2021,2021,554,Assist invalid,,None,4 - Residential,419,1 or 2 family dwelling,396 ROCKY SPRINGS DR and ELGIN TRAIL DR,JEFFERSON TWP,OH,43004
25115,0000073,1/11/2020,2020,321,"EMS call, excluding vehicle accident with injury",,None,4 - Residential,419,1 or 2 family dwelling,47 WICKFIELD RD,REYNOLDSBURG,OH,43004
25115,0000073,1/10/2019,2019,321,"EMS call, excluding vehicle accident with injury",4,Automatic aid given,,,,681 HIDDEN BRIDGE LN and HEATHERBRIDGE LN,COLUMBUS,OH,43004
25115,0000072,1/18/2021,2021,611,Dispatched and cancelled en route,4,Automatic aid given,,,,843 CLOTTS RD,Gahanna,OH,43230
25115,0000072,1/11/2020,2020,611,Dispatched and cancelled en route,4,Automatic aid given,,,,470 W JOHNSTOWN RD and BALLARD DR,Gahanna,OH,43230
25115,0000072,1/10/2019,2019,321,"EMS call, excluding vehicle accident with injury",4,Automatic aid given,,,,1307 RETREAT LN and ANGELES AVE,GAHANNA,OH,43054
25115,0000071,1/18/2021,2021,611,Dispatched and cancelled en route,4,Automatic aid given,,,,6910 GRATE PARK DR and GILG ST,New Albany,OH,43054
25115,0000071,1/11/2020,2020,321,"EMS call, excluding vehicle accident with injury",,None,4 - Residential,419,1 or 2 family dwelling,1278 GLENBEACOME ST,JEFFERSON TWP,OH,43004
25115,0000071,1/10/2019,2019,321,"EMS call, excluding vehicle accident with injury",4,Automatic aid given,,,,8479 VARDEN CT and HALLOWELL DR,COLUMBUS,OH,43004
25115,0000070,1/18/2021,2021,321,"EMS call, excluding vehicle accident with injury",,None,8 - Storage,888,Fire station,6767 HAVENS CORNERS RD and REYNOLDSBURG-NEW ALBANY RD,JEFFERSON TWP,OH,43004
25115,0000070,1/11/2020,2020,321,"EMS call, excluding vehicle accident with injury",,None,4 - Residential,419,1 or 2 family dwelling,50 WICKFIELD RD,REYNOLDSBURG,OH,43004
25115,0000070,1/10/2019,2019,412,Gas leak (natural gas or LPG),4,Automatic aid given,4 - Residential,419,1 or 2 family dwelling,398 NEWTON CT and EMORY ST,Gahanna,OH,43230
25115,0000069,1/18/2021,2021,321,"EMS call, excluding vehicle accident with injury",,None,4 - Residential,419,1 or 2 family dwelling,1668 FOXHALL RD and FOX LAKE DR,JEFFERSON TWP,OH,43004
25115,0000069,1/10/2020,2020,611,Dispatched and cancelled en route,4,Automatic aid given,,,,34 HAMPTON LN,Reynoldsburg,OH,43068
25115,0000069,1/10/2019,2019,553,Public service,,None,4 - Residential,439,"Boarding/rooming house, residential hotels",5201 MORSE RD and GOSHAWK LNDG,Gahanna,OH,43230
25115,0000068,1/18/2021,2021,611,Dispatched and cancelled en route,,None,"5 - Mercantile, Business",571,"Service station, gas station",7905 E BROAD ST and BROADSTONE CIR,Reynoldsburg,OH,43068
25115,0000068,1/10/2020,2020,611,Dispatched and cancelled en route,4,Automatic aid given,,,,220 SANDRALA DR and BIXHAM DR,COLUMBUS,OH,43068
25115,0000068,1/10/2019,2019,321,"EMS call, excluding vehicle accident with injury",2,Automatic aid received,"5 - Mercantile, Business",529,"Textile, wearing apparel sales",8173 E BROAD ST and MEIJER DR,Reynoldsburg,OH,43068
25115,0000067,1/18/2021,2021,321,"EMS call, excluding vehicle accident with injury",2,Automatic aid received,8 - Storage,888,Fire station,6767 HAVENS CORNERS RD and REYNOLDSBURG-NEW ALBANY RD,JEFFERSON TWP,OH,43004
25115,0000067,1/10/2020,2020,735,Alarm system sounded due to malfunction,2,Automatic aid received,4 - Residential,419,1 or 2 family dwelling,8047 ASHENDEN DR and KREINBACK LN,COLUMBUS-JEFFERSON TWP,OH,43004
25115,0000067,1/10/2019,2019,321,"EMS call, excluding vehicle accident with injury",2,Automatic aid received,"3 - Health Care, Detention & Correction",311,"24-hour care Nursing homes, 4 or more persons",5201 MORSE RD and GOSHAWK LNDG,Gahanna,OH,43230
25115,0000066,1/18/2021,2021,321,"EMS call, excluding vehicle accident with injury",,None,4 - Residential,419,1 or 2 family dwelling,7320 RINNERT AVE and BELANGEE DR,JEFFERSON TWP,OH,43004
25115,0000066,1/10/2020,2020,142,Brush or brush-and-grass mixture fire,4,Automatic aid given,4 - Residential,419,1 or 2 family dwelling,740 BENT OAK DR and CEDAR RUN DR,COLUMBUS,OH,43004
25115,0000066,1/10/2019,2019,553,Public service,,None,4 - Residential,419,1 or 2 family dwelling,730 HAWKS CREST LN and TAYLOR RD,JEFFERSON TWP,OH,43004
25115,0000065,1/18/2021,2021,554,Assist invalid,,None,4 - Residential,419,1 or 2 family dwelling,3925 CLOTTS RD,JEFFERSON TWP,OH,43230
25115,0000065,1/10/2020,2020,321,"EMS call, excluding vehicle accident with injury",2,Automatic aid received,"3 - Health Care, Detention & Correction",311,"24-hour care Nursing homes, 4 or more persons",5201 MORSE RD and GOSHAWK LNDG,Gahanna,OH,43230
25115,0000065,1/10/2019,2019,553,Public service,,None,4 - Residential,419,1 or 2 family dwelling,1121 WILLOW BROOK CSG CT,JEFFERSON TWP,OH,43004
25115,0000064,1/17/2021,2021,743,"Smoke detector activation, no fire - unintentional",,None,4 - Residential,419,1 or 2 family dwelling,6905 HAVENS CORNERS RD and REYNOLDSBURG-NEW ALBANY RD,JEFFERSON TWP,OH,43004
25115,0000064,1/9/2020,2020,321,"EMS call, excluding vehicle accident with injury",4,Automatic aid given,9 - Outside or Special Property,962,"Residential street, road or residential driveway",HAMILTON RD and CLARK STATE RD,Gahanna,OH,43230
25115,0000064,1/10/2019,2019,321,"EMS call, excluding vehicle accident with injury",4,Automatic aid given,,,,681 HIDDEN BRIDGE LN and HEATHERBRIDGE LN,COLUMBUS,OH,43004
25115,0000063,1/17/2021,2021,321,"EMS call, excluding vehicle accident with injury",,None,"5 - Mercantile, Business",519,"Food and beverage sales, grocery store",6755 TAYLOR RD and VOLTAGE PL,JEFFERSON TWP,OH,43004
25115,0000063,1/9/2020,2020,611,Dispatched and cancelled en route,4,Automatic aid given,2 - Educational,215,High school/junior high school/middle school,140 S HAMILTON and GARY LEE,Gahanna,OH,43230
25115,0000063,1/10/2019,2019,611,Dispatched and cancelled en route,4,Automatic aid given,,,,376 DYSAR RUN DR and TERRACE OVERLOOK,COLUMBUS,OH,43004
25115,0000062,1/17/2021,2021,321,"EMS call, excluding vehicle accident with injury",,None,4 - Residential,419,1 or 2 family dwelling,7818 ASTRA CIR and ASDEN CT,Reynoldsburg,OH,43068
25115,0000062,1/9/2020,2020,321,"EMS call, excluding vehicle accident with injury",,None,4 - Residential,419,1 or 2 family dwelling,1138 CONESTOGA VALLEY CT,JEFFERSON TWP,OH,43004
25115,0000062,1/10/2019,2019,553,Public service,,None,4 - Residential,419,1 or 2 family dwelling,1540 CARLTON WAY and COMMONWEALTH DR,JEFFERSON TWP,OH,43004
25115,0000061,1/17/2021,2021,321,"EMS call, excluding vehicle accident with injury",4,Automatic aid given,4 - Residential,429,Multifamily dwelling,1070 JEFFERSON CHASE WAY and EQUITANA WAY,COLUMBUS,OH,43004
25115,0000061,1/9/2020,2020,611,Dispatched and cancelled en route,4,Automatic aid given,2 - Educational,215,High school/junior high school/middle school,6565 SUMMIT RD SW and WESLEY DR SW,Pataskala,OH,43062
25115,0000061,1/9/2019,2019,324,Motor vehicle accident with no injuries.,,None,9 - Outside or Special Property,961,Highway or divided highway,HAVENS CORNERS RD and WAGGONER RD,Blacklick,OH,43004
25115,0000060,1/16/2021,2021,611,Dispatched and cancelled en route,4,Automatic aid given,4 - Residential,449,"Hotel/motel, commercial",665 TAYLOR RD and MORRISON RD,Gahanna,OH,43230
25115,0000060,1/9/2020,2020,611,Dispatched and cancelled en route,4,Automatic aid given,,,,I 270 SB and RAMP HAMILTON RD S TO I 270 SB,Gahanna,OH,43230
25115,0000060,1/9/2019,2019,611,Dispatched and cancelled en route,4,Automatic aid given,,,,GRAHAM RD and LANCASTER AVE,Reynoldsburg,OH,43068
25115,0000059,1/16/2021,2021,321,"EMS call, excluding vehicle accident with injury",,None,8 - Storage,888,Fire station,6767 HAVENS CORNERS RD and REYNOLDSBURG-NEW ALBANY RD,JEFFERSON TWP,OH,43004
25115,0000059,1/9/2020,2020,554,Assist invalid,,None,4 - Residential,419,1 or 2 family dwelling,255 S WAGGONER RD and ROSS WAY,Reynoldsburg,OH,43068
25115,0000059,1/9/2019,2019,611,Dispatched and cancelled en route,4,Automatic aid given,,,,414 BARWOOD DR and DEERWOOD AVE,Gahanna,OH,43230
25115,0000058,1/16/2021,2021,321,"EMS call, excluding vehicle accident with injury",,None,4 - Residential,419,1 or 2 family dwelling,586 STRATSHIRE LN and CLARK STATE RD,JEFFERSON TWP,OH,43230
25115,0000058,1/8/2020,2020,322,Motor vehicle accident with injuries,2,Automatic aid received,9 - Outside or Special Property,962,"Residential street, road or residential driveway",CLARK STATE RD and HEADLEY RD,Blacklick,OH,43004
25115,0000058,1/9/2019,2019,412,Gas leak (natural gas or LPG),4,Automatic aid given,,,,85 BELZ-WARNER BLVD and VOELKER DR,PATASKALA,OH,43068
25115,0000057,1/16/2021,2021,324,Motor vehicle accident with no injuries.,,None,9 - Outside or Special Property,962,"Residential street, road or residential driveway",CLARK STATE RD and WAGGONER RD,JEFFERSON TWP,OH,43004
25115,0000057,1/8/2020,2020,321,"EMS call, excluding vehicle accident with injury",,None,9 - Outside or Special Property,962,"Residential street, road or residential driveway",CLARK STATE RD and WAGGONER RD,Blacklick,OH,43004
25115,0000057,1/9/2019,2019,321,"EMS call, excluding vehicle accident with injury",,None,4 - Residential,419,1 or 2 family dwelling,5603 HAVENS CORNERS RD and HELMBRIGHT DR,JEFFERSON TWP,OH,43230
25115,0000056,1/15/2021,2021,412,Gas leak (natural gas or LPG),,None,4 - Residential,419,1 or 2 family dwelling,7876 ASHENDEN DR and DOBBS AVE,COLUMBUS-JEFFERSON TWP,OH,43004
25115,0000056,1/8/2020,2020,321,"EMS call, excluding vehicle accident with injury",,None,4 - Residential,419,1 or 2 family dwelling,8309 HAVENS CORNERS RD and MORRISON FARMS EAST DR,JEFFERSON TWP,OH,43004
25115,0000056,1/8/2019,2019,321,"EMS call, excluding vehicle accident with injury",,None,4 - Residential,419,1 or 2 family dwelling,2473 DOGWOOD PL,JEFFERSON TWP,OH,43004
25115,0000055,1/15/2021,2021,321,"EMS call, excluding vehicle accident with injury",4,Automatic aid given,,,,790 CROSS POINTE RD and TAYLOR STATION RD,Gahanna,OH,43230
25115,0000055,1/8/2020,2020,611,Dispatched and cancelled en route,4,Automatic aid given,,,,471 WHITLEY DR and SUTTERTON DR,Gahanna,OH,43230
25115,0000055,1/8/2019,2019,321,"EMS call, excluding vehicle accident with injury",4,Automatic aid given,,,,200 S HAMILTON RD and ROCKY FORK BLVD,Gahanna,OH,43230
25115,0000054,1/14/2021,2021,745,"Alarm system activation, no fire - unintentional",2,Automatic aid received,4 - Residential,419,1 or 2 family dwelling,7165 PLEASANT COLONY CIR and ALY DAR LN,JEFFERSON TWP,OH,43004
25115,0000054,1/8/2020,2020,611,Dispatched and cancelled en route,4,Automatic aid given,,,,37 MM I 270 SB - 37,Franklin County,OH,43068
25115,0000054,1/8/2019,2019,611,Dispatched and cancelled en route,4,Automatic aid given,,,,1900 DEFENBAUGH CT,GAHANNA,OH,43004
25115,0000053,1/14/2021,2021,321,"EMS call, excluding vehicle accident with injury",,None,4 - Residential,419,1 or 2 family dwelling,7669 HAZELTON ST and KINGSHURST DR,COLUMBUS-JEFFERSON TWP,OH,43004
25115,0000053,1/8/2020,2020,321,"EMS call, excluding vehicle accident with injury",5,Other aid given (no response from AHJ),"5 - Mercantile, Business",599,Business office,99 N BRICE RD and E BROAD ST,Columbus,OH,43213
25115,0000053,1/8/2019,2019,321,"EMS call, excluding vehicle accident with injury",4,Automatic aid given,4 - Residential,419,1 or 2 family dwelling,1167 NORTHWOOD CIR and HARRISON POND DR,GAHANNA,OH,43054
25115,0000052,1/14/2021,2021,321,"EMS call, excluding vehicle accident with injury",,None,4 - Residential,419,1 or 2 family dwelling,7294 JEFFERSON MEADOWS DR,JEFFERSON TWP,OH,43004
25115,0000052,1/8/2020,2020,321,"EMS call, excluding vehicle accident with injury",4,Automatic aid given,,,,701 TECHCENTER DR and PIZZURO PARK DR,GAHANNA,OH,43068
25115,0000052,1/8/2019,2019,324,Motor vehicle accident with no injuries.,,None,9 - Outside or Special Property,962,"Residential street, road or residential driveway",HAVENS CORNERS RD and REYNOLDSBURG-NEW ALBANY RD,Blacklick,OH,43004
25115,0000051,1/14/2021,2021,744,"Detector activation, no fire - unintentional",,None,4 - Residential,419,1 or 2 family dwelling,8682 CONESTOGA VALLEY DR,JEFFERSON TWP,OH,43004
25115,0000051,1/8/2020,2020,321,"EMS call, excluding vehicle accident with injury",4,Automatic aid given,,,,701 TECHCENTER DR and PIZZURO PARK DR,GAHANNA,OH,43068
25115,0000051,1/8/2019,2019,321,"EMS call, excluding vehicle accident with injury",,None,4 - Residential,419,1 or 2 family dwelling,1121 WILLOW BROOK CSG CT,JEFFERSON TWP,OH,43004
25115,0000050,1/14/2021,2021,321,"EMS call, excluding vehicle accident with injury",,None,4 - Residential,419,1 or 2 family dwelling,1219 WILLOW OAK DR and BEARDSLEY AVE,JEFFERSON TWP,OH,43004
25115,0000050,1/8/2020,2020,611,Dispatched and cancelled en route,4,Automatic aid given,,,,977 GAHANNA PKWY and CLAYCRAFT RD,Gahanna,OH,43230
25115,0000050,1/7/2019,2019,321,"EMS call, excluding vehicle accident with injury",,None,4 - Residential,419,1 or 2 family dwelling,6991 CARROLL CIR,JEFFERSON TWP,OH,43004
25115,0000049,1/13/2021,2021,741,"Sprinkler activation, no fire - unintentional",2,Automatic aid received,1 - Assembly,142,Clubhouse,7271 JEFFERSON MEADOWS DR,JEFFERSON TWP,OH,43004
25115,0000049,1/7/2020,2020,321,"EMS call, excluding vehicle accident with injury",4,Automatic aid given,,,,221 HAWKINS LN and MACGEORGE PL,COLUMBUS,OH,43004
25115,0000049,1/7/2019,2019,611,Dispatched and cancelled en route,4,Automatic aid given,,,,282 BROOKHAVEN DR N,Gahanna,OH,43230
25115,0000048,1/13/2021,2021,321,"EMS call, excluding vehicle accident with injury",2,Automatic aid received,4 - Residential,419,1 or 2 family dwelling,7850 ASTRA CIR and ASTRA CT,Reynoldsburg,OH,43068
25115,0000048,1/7/2020,2020,321,"EMS call, excluding vehicle accident with injury",4,Automatic aid given,,,,400 WINDSOME DR and EUROGREY CT,COLUMBUS,OH,43004
25115,0000048,1/7/2019,2019,611,Dispatched and cancelled en route,4,Automatic aid given,,,,455 MORRISON RD and HEMSTON DR,Gahanna,OH,43230
25115,0000047,1/12/2021,2021,321,"EMS call, excluding vehicle accident with injury",,None,4 - Residential,419,1 or 2 family dwelling,5750 CLARK STATE RD and SHULL RD,JEFFERSON TWP,OH,43230
25115,0000047,1/7/2020,2020,322,Motor vehicle accident with injuries,4,Automatic aid given,,,,TAYLOR RD and BROOKSEDGE DR,Pataskala,OH,43062
25115,0000047,1/7/2019,2019,553,Public service,,None,4 - Residential,419,1 or 2 family dwelling,3651 KITZMILLER RD and REYNOLDSBURG-NEW ALBANY RD,JEFFERSON TWP,OH,43054
25115,0000046,1/12/2021,2021,321,"EMS call, excluding vehicle accident with injury",,None,4 - Residential,419,1 or 2 family dwelling,3425 KITZMILLER RD and REYNOLDSBURG-NEW ALBANY RD,JEFFERSON TWP,OH,43054
25115,0000046,1/7/2020,2020,611,Dispatched and cancelled en route,4,Automatic aid given,,,,1203 AMBERLEA DR W,Gahanna,OH,43230
25115,0000046,1/7/2019,2019,553,Public service,,None,4 - Residential,459,Residential board and care,5201 MORSE RD and GOSHAWK LNDG,Gahanna,OH,43230
25115,0000045,1/12/2021,2021,553,Public service,,None,4 - Residential,419,1 or 2 family dwelling,1266 GLENBEACOME ST,JEFFERSON TWP,OH,43004
25115,0000045,1/7/2020,2020,735,Alarm system sounded due to malfunction,4,Automatic aid given,4 - Residential,419,1 or 2 family dwelling,8348 OLD IVORY WAY and TOURMALINE DR,COLUMBUS,OH,43004
25115,0000045,1/7/2019,2019,553,Public service,,None,4 - Residential,459,Residential board and care,3651 PAMELA DR,JEFFERSON TWP,OH,43230
25115,0000044,1/12/2021,2021,611,Dispatched and cancelled en route,4,Automatic aid given,2 - Educational,215,High school/junior high school/middle school,140 S HAMILTON and GARY LEE,GAHANNA,OH,43213
25115,0000044,1/7/2020,2020,531,Smoke or odor removal,4,Automatic aid given,4 - Residential,419,1 or 2 family dwelling,1236 PREEMAN ST and PAYNE LOOP,COLUMBUS,OH,43004
25115,0000044,1/7/2019,2019,553,Public service,,None,4 - Residential,459,Residential board and care,1211 OAK HILL RD and TAYLOR RD,JEFFERSON TWP,OH,43004
25115,0000043,1/12/2021,2021,321,"EMS call, excluding vehicle accident with injury",,None,4 - Residential,419,1 or 2 family dwelling,7508 BUNKER RIDGE CT and CRAFTON TRAIL LOOP,JEFFERSON TWP,OH,43004
25115,0000043,1/7/2020,2020,321,"EMS call, excluding vehicle accident with injury",4,Automatic aid given,,,,269 BOLLINGEN and OVERMONT RIDGE,COLUMBUS,OH,43004
25115,0000043,1/7/2019,2019,553,Public service,,None,4 - Residential,419,1 or 2 family dwelling,730 HAWKS CREST LN and TAYLOR RD,JEFFERSON TWP,OH,43004
25115,0000042,1/12/2021,2021,311,"Medical assist, assist EMS crew",4,Automatic aid given,4 - Residential,419,1 or 2 family dwelling,7763 WAGGONER CHASE BLVD and CEDON RUN DR,COLUMBUS,OH,43004
25115,0000042,1/7/2020,2020,321,"EMS call, excluding vehicle accident with injury",2,Automatic aid received,4 - Residential,419,1 or 2 family dwelling,1830 UNBRIDLED WAY and BOLD FORBES CT,JEFFERSON TWP,OH,43004
25115,0000042,1/7/2019,2019,322,Motor vehicle accident with injuries,4,Automatic aid given,,,,MORSE RD and BABBITT RD,New Albany,OH,43054
25115,0000041,1/11/2021,2021,321,"EMS call, excluding vehicle accident with injury",,None,4 - Residential,419,1 or 2 family dwelling,3239 MANN RD and HAVENS CORNERS RD,JEFFERSON TWP,OH,43004
25115,0000041,1/7/2020,2020,321,"EMS call, excluding vehicle accident with injury",2,Automatic aid received,4 - Residential,419,1 or 2 family dwelling,3472 N WAGGONER RD,JEFFERSON TWP,OH,43004
25115,0000041,1/7/2019,2019,321,"EMS call, excluding vehicle accident with injury",4,Automatic aid given,4 - Residential,429,Multifamily dwelling,755 HIDDEN BRIDGE LN and HEATHERBRIDGE LN,COLUMBUS,OH,43004
25115,0000040,1/11/2021,2021,321,"EMS call, excluding vehicle accident with injury",,None,4 - Residential,419,1 or 2 family dwelling,4295 N WAGGONER RD and MCOWEN RD,JEFFERSON TWP,OH,43004
25115,0000040,1/7/2020,2020,321,"EMS call, excluding vehicle accident with injury",1,Mutual aid received,"5 - Mercantile, Business",599,Business office,8455 E BROAD ST and DRIVEWAY,REYNOLDSBURG,OH,43230
25115,0000040,1/7/2019,2019,611,Dispatched and cancelled en route,4,Automatic aid given,,,,7599 WYNDOVER PL and TAYSIDE DR,COLUMBUS,OH,43004
25115,0000039,1/11/2021,2021,321,"EMS call, excluding vehicle accident with injury",4,Automatic aid given,,,,584 HIDDEN BRIDGE LN and HEATHERBRIDGE LN,COLUMBUS,OH,43004
25115,0000039,1/6/2020,2020,321,"EMS call, excluding vehicle accident with injury",,None,4 - Residential,419,1 or 2 family dwelling,1374 CHICKWEED ST and LANTANA AVE,JEFFERSON TWP,OH,43004
25115,0000039,1/7/2019,2019,321,"EMS call, excluding vehicle accident with injury",,None,4 - Residential,419,1 or 2 family dwelling,5290 STRATSHIRE CT and STRATSHIRE LN,JEFFERSON TWP,OH,43230
25115,0000038,1/11/2021,2021,321,"EMS call, excluding vehicle accident with injury",,None,4 - Residential,419,1 or 2 family dwelling,8339 ALMOND PARK DR and BENT MAPLE DR,JEFFERSON TWP,OH,43004
